6409|OMDURMAN SHOE FACTORY|
6410|PETROLEUM GENERAL ADMINISTRATION|
6411|PORT SUDAN COTTON AND TRADE COMPANY|
6412|PORT SUDAN EDIBLE OILS STORAGE CORPORATION|
6413|PUBLIC CORPORATION FOR OIL PRODUCTS AND PIPELINES|
6414|PORT SUDAN SPINNING FACTORY|
6415|RABAK OIL MILL|
6416|RAINBOW FACTORIES|
6417|REA SWEET FACTORY|
6418|RED SEA HILLS MINERALS COMPANY|
6419|REFRIGERATION AND ENGINEERING IMPORT COMPANY|
6420|SHEREIK MICA MINES COMPANY|
6421|SPINNING AND WEAVING CORPORATION|
6422|SUDAN COTTON COMPANY|
6423|SUDAN COTTON COMPANY LIMITED|
6424|SUDAN OIL CORPORATION|
6425|SUDAN SOAP CORPORATION|
6426|SUDANESE INTERNATIONAL TOURISM COMPANY|
6427|SUDANESE MINING CORPORATION|
6429|TOURISM AND HOTELS CORPORATION|
6430|WAU FRUIT AND VEGETABLE CANNING FACTORY|
6431|WHITE NILE BREWERY|
6432|WHITE NILE TANNERY|
6448|DUTY FREE SHOPS CORPORATION|
6449|JUBA DUTY FREE SHOP|
6450|PORT SUDAN DUTY FREE SHOP|
6451|WAD MADANI DUTY FREE SHOP|
6526|ALKALA ASOCIADOS S.A.|
6528|C.N.A. PUBLICIDAD LTDA.|
6529|CAMPO VERDE LTDA.|
6531|COLOMBIANA DE CERDOS LTDA.|
6532|COMERCIALIZACION Y FINANCIACION DE AUTOMOTORES S.A.|
6533|COMPANIA ADMINISTRADORA DE VIVIENDA S.A.|
6535|CONSTRUCTORA EL NOGAL S.A.|
6539|DISTRIBUIDORA DE ELEMENTOS PARA LA CONSTRUCCION S.A.|
6542|INVERSIONES EL GRAN CRISOL LTDA.|
6543|INVERSIONES INTEGRAL LTDA.|
6545|INVERSIONES NAMOS Y CIA. LTDA.|
6547|K. P. TO JEANS WEAR S. DE H.|
6550|MATADERO METROPOLITANO LTDA.|
6551|MIRALUNA LTDA.|
6556|SAN MATEO S.A.|
6563|TITOS BOLO CLUB|
6564|URBANIZACIONES Y CONSTRUCCIONES LTDA. DE CALI|
6565|VILLA DE ARTE S. DE H.|
6635|OMAR|Mohammed
6636|TALIBAN|
6656|GREATER NILE PETROLEUM OPERATING COMPANY LIMITED|
6658|SUDAPET LTD.|
6659|URDINOLA GRAJALES|Ivan
6660|URDINOLA GRAJALES|Julio Fabio
6661|AGROINVERSORA URDINOLA HENAO Y CIA. S.C.S.|
6663|COMERCIALIZADORA DE CARNES LTDA.|
6666|CONSTRUCTORA E INMOBILIARIA URVALLE CIA. LTDA.|
6667|CONSTRUCTORA UNIVERSAL LTDA.|
6669|EXPLOTACIONES AGRICOLAS Y GANADERAS LA LORENA S.C.S.|
6672|INDUSTRIAS AGROPECUARIAS DEL VALLE LTDA.|
6673|INVERSIONES EL EDEN S.C.S.|
6680|SERVIAUTOS UNO A 1A LIMITADA|
6686|HENAO MONTOYA|Lorena
6689|TREJOS AGUILAR|Sonia
6703|AMEZCUA CONTRERAS|Jose de Jesus
6704|AMEZCUA CONTRERAS|Luis Ignacio
6706|ARELLANO FELIX|Ramon Eduardo
6707|CARO QUINTERO|Rafael
6708|CARRILLO FUENTES|Vicente
6709|CHANG|Chi Fu
6710|HEATH|Noel Timothy
6711|MATTHEWS|Glenroy Vingrove
6712|OGUNGBUYI|Oluwole A.
6713|OGUNGBUYI|Abeni O.
6714|WEI|Hsueh Kang
6715|ARELLANO FELIX|Benjamin Alberto
6717|HENAO MONTOYA|Arcangel de Jesus
6718|RAMIREZ ABADIA|Juan Carlos
6719|AGRICOLA GANADERA HENAO GONZALEZ Y CIA. S.C.S.|
6720|COMPANIA AGROINVERSORA HENAGRO LTDA.|
6721|DESARROLLOS COMERCIALES E INDUSTRIALES HENAO GONZALEZ Y CIA. S.C.S.|
6722|MAQUINARIA TECNICA Y TIERRAS LTDA.|
6723|ORGANIZACION EMPRESARIAL A DE J HENAO M E HIJOS Y CIA. S.C.S.|
6724|GONZALEZ BENITEZ|Olga Patricia
6725|ISLAMIC MOVEMENT OF UZBEKISTAN|
6726|CAVIEDES DILEO Y CIA. S.C.S.|
6730|HAPPY DAYS S. de H.|
6733|VESTIMENTA J Y J S. de H.|
6823|PATINO FOMEQUE|Victor Julio
6824|INDUSTRIA DE PESCA SOBRE EL PACIFICO S.A|
6825|TAURA S.A.|
6826|GALAPAGOS S.A|
6828|BUENDIA CUELLAR|Luis Alfonso
6829|CAICEDO VERGARA|Nohemy
6831|DUQUE BOTERO|Jorge Alirio
6832|ECHEVERRY HERRERA|Hernando
6835|GARAVITO|Doris Amelia
6836|GARCIA PIZARRO|Gentil Velez
6838|GILMAN FRANCO|Maria
6839|GONGORA ALARCON|Hernando
6841|HERNANDEZ|Oscar
6842|HERRAN SAAVEDRA|Victor Hugo
6844|MORENO DAZA|Ricardo Alfredo
6848|RAMIREZ ESCUDERO|Pedro Emilio
6849|ROMAN DOMINGUEZ|Erika
6851|VILLADA ZUNIGA|Elmer
6853|REAL IRA|
6855|ALVAREZ TOSTADO|Jose
6856|AFGHAN|Sher
6857|CARDENAS GUILLEN|Osiel
6858|CARO QUINTERO|Miguel Angel
6859|CHANG|Ping Yun
6860|GILBOA|Joseph
6861|GUZMAN LOERA|Joaquin
6862|HAMIEH|Jamiel
6863|HIGUERA GUERRERO|Ismael
6864|KHAN|Nasir Ali
6865|MALHERBE DE LEON|Oscar
6866|RAMON MAGANA|Alcides
6895|UNITED SELF-DEFENSE FORCES OF COLOMBIA|
6896|ASBAT AL-ANSAR|
6897|SALAFIST GROUP FOR CALL AND COMBAT|
6898|LIBYAN ISLAMIC FIGHTING GROUP|
6899|AL-ITIHAAD AL-ISLAMIYA|
6900|ISLAMIC ARMY OF ADEN|
6901|AL-ADL|Sayf
6902|SAI'ID|Shaykh
6903|ABU HAFS THE MAURITANIAN|
6904|AL-LIBI|Ibn Al-Shaykh
6905|ABU ZUBAYDAH|
6906|AL-IRAQI|Abd al-Hadi
6907|SHIHATA|Thirwat Salah
6908|AHMAD|Tariq Anwar al-Sayyid
6909|SALAH|Muhammad
6910|MAKHTAB AL-KHIDAMAT/AL KIFAH|
6911|WAFA HUMANITARIAN ORGANIZATION|
6912|AL RASHID TRUST|
6913|MAMOUN DARKAZANLI IMPORT-EXPORT COMPANY|
6915|ABDULLAH|Abdullah Ahmed
6916|ALI|Ahmed Mohammed Hamed
6917|AL-LIBY|Anas
6918|AL-MUGHASSIL|Ahmad Ibrahim
6919|AL-NASSER|Abdelkarim Hussein Mohamed
6920|AL-YACOUB|Ibrahim Salih Mohammed
6921|ATWA|Ali
6923|EL-HOORIE|Ali Saed Bin Ali
6924|FADHIL|Mustafa Mohamed
6925|GHAILANI|Ahmed Khalfan
6926|IZZ-AL-DIN|Hasan
6927|MOHAMMED|Fazul Abdullah
6928|MOHAMMED|Khalid Shaikh
6931|YASIN|Abdul Rahman
6932|AL-HAMATI SWEETS BAKERIES|
6935|JAISH-I-MOHAMMED|
6936|JAM'YAH TA'AWUN AL-ISLAMIA|
6937|RABITA TRUST|
6938|AGHA|Haji Abdul Manan
6939|AL-HAMATI|Muhammad
